id,area,service_group,service_or_check,clause,page,delta_type,harmonization_disposition,priority,closure_wave,known_seed_slice,official_java_surface,official_cpp_surface,official_fedpro_surface,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,disposition_rationale
HLA2025-BIND-JAVA-CPP-001,Callback/configuration/binding deltas,Callback model and bindings,Java/C++ binding split,binding,,binding-specific,duplicate/umbrella,P0,1-fi-service-and-binding-disposition,factory/auth connect slice; handle normalization; fom validation/merge slice,n/a,n/a,n/a,yes: binding-specific conformance boundary must be explicit,docs/requirements/ieee-1516-2025/callback_binding_deltas.md; tests/requirements/test_2025_route_parity_matrix.py; tests/backends/test_standard_shim_artifacts.py; docs/evidence/shim_routes/route_traces,"Keep the child-row links, canonical owner doc, and binding-specific evidence anchors synchronized; do not relabel this umbrella row as standalone proof.",Backlog-theme delta row is intentionally maintained as a non-standalone umbrella; child FI/binding rows plus the canonical owner doc carry the executable proof.
HLA2025-FI-RET-001,Retired / replacement mapping candidates,Federate Interface legacy API,disableAttributeRelevanceAdvisorySwitch,10.36,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-002,Retired / replacement mapping candidates,Federate Interface legacy API,disableAttributeScopeAdvisorySwitch,10.38,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-003,Retired / replacement mapping candidates,Federate Interface legacy API,disableInteractionRelevanceAdvisorySwitch,10.40,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-004,Retired / replacement mapping candidates,Federate Interface legacy API,disableObjectClassRelevanceAdvisorySwitch,10.34,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-005,Retired / replacement mapping candidates,Federate Interface legacy API,enableAttributeRelevanceAdvisorySwitch,10.35,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-006,Retired / replacement mapping candidates,Federate Interface legacy API,enableAttributeScopeAdvisorySwitch,10.37,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-007,Retired / replacement mapping candidates,Federate Interface legacy API,enableInteractionRelevanceAdvisorySwitch,10.39,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-008,Retired / replacement mapping candidates,Federate Interface legacy API,enableObjectClassRelevanceAdvisorySwitch,10.33,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-009,Retired / replacement mapping candidates,Federate Interface legacy API,getAvailableDimensionsForClassAttribute,10.23,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-010,Retired / replacement mapping candidates,Federate Interface legacy API,releaseMultipleObjectInstanceName,6.7,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-FI-RET-011,Retired / replacement mapping candidates,Federate Interface legacy API,reserveMultipleObjectInstanceName,6.5,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-OMT-RET-001,Retired / replacement mapping candidates,OMT legacy schema,conveyProducingFederate,legacy,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; fom validation/merge slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-OMT-RET-002,Retired / replacement mapping candidates,OMT legacy schema,disableAttributeRelevanceAdvisorySwitch,legacy,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice; fom validation/merge slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-OMT-RET-003,Retired / replacement mapping candidates,OMT legacy schema,disableAttributeScopeAdvisorySwitch,legacy,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice; fom validation/merge slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-OMT-RET-004,Retired / replacement mapping candidates,OMT legacy schema,disableInteractionRelevanceAdvisorySwitch,legacy,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice; fom validation/merge slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-OMT-RET-005,Retired / replacement mapping candidates,OMT legacy schema,disableObjectClassRelevanceAdvisorySwitch,legacy,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice; fom validation/merge slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-OMT-RET-006,Retired / replacement mapping candidates,OMT legacy schema,enableAttributeRelevanceAdvisorySwitch,legacy,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice; fom validation/merge slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
HLA2025-OMT-RET-007,Retired / replacement mapping candidates,OMT legacy schema,enableAttributeScopeAdvisorySwitch,legacy,,retired,retired/legacy-only,P1,0-retired-filter-and-replacement-map,handle normalization; switch/control slice; fom validation/merge slice,n/a,n/a,n/a,yes: legacy-only boundary unless compatibility mode is implemented,docs/requirements/ieee-1516-2025/retired_legacy_mapping.md; migration/compatibility fixture if supported,"Confirm retired/replacement mapping, decide compatibility mode, and ensure legacy-only item is excluded from 2025 normative coverage counts.",Legacy-only diff row; keep out of 2025 normative coverage unless compatibility/migration mode is explicitly tested.
