master_requirement_id,standard,clause,capability,feature,master_requirement_type,harmonization_status,harmonization_source_file,curated_requirement_id,current_test_id,implementation_area,notes
HLA1516.1-MIM-INT-077,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-078,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-079,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-080,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-081,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-082,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-083,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-084,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-INT-085,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-CLASSES,MIM_INT,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-001,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.interaction_classes,This imported MIM interaction-class row is directly covered by exact standard-MIM interaction-class equality checks in the active catalog.
HLA1516.1-MIM-OBJ-001,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-OBJECT-CLASSES,MIM_OBJ,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.object_classes,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-OBJ-002,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-OBJECT-CLASSES,MIM_OBJ,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.object_classes,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-OBJ-003,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-OBJECT-CLASSES,MIM_OBJ,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.object_classes,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-OBJ-004,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-OBJECT-CLASSES,MIM_OBJ,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-003;HLA1516.1-MOM-11.1-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mom.mim_loader.object_classes,This imported MIM object-class row is directly covered by exact catalog equality checks against the carried standard MIM.
HLA1516.1-MIM-PARAM-001,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-002,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-003,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-004,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-005,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-006,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-007,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-008,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-009,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-010,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
HLA1516.1-MIM-PARAM-011,IEEE 1516.1-2010,11.6,CAP-MOM,MIM-INTERACTION-PARAMETERS,MIM_PARAM,mapped,hla1516_1_mom_detailed_reconciliation.csv,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.3-004,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters;tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange,mom.mim_loader.parameters,This imported MIM interaction-parameter row is directly covered by exact standard-MIM catalog equality checks and exact MOM report payload parameter validation.
