surface_type,item,status,reuse_action,requirement_action,service_group,2010_section_or_location,2025_section_or_location,2010_detail,2025_detail,notes
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectInstancesThatCanBeDeleted,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAobjectInstancesUpdated,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAreflectionsReceived,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAreportServiceFile,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAunicodeString', 'updateType': 'Conditional', 'updateCondition': 'The first time that both HLAserviceReporting and HLAsendServiceReportsToFile become true.', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",MIM surface is new in 2025; add MOM/MIM requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAsendServiceReportsToFile,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Send Service Reports To File Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAserviceReporting,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federate's Service Reporting Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",New/reworked federate switch state attribute; add MOM reporting requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAtimeAdvancingTime,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAmsec', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAmsec', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAtimeConstrained,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAboolean', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Time Constrained Enabled or Disable Time Constrained are successfully invoked\n                     (including via the HLAdisableTimeConstrained interaction).', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAboolean', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Time Constrained Enabled or Disable Time Constrained are successfully invoked\n                     (including via the HLAdisableTimeConstrained interaction).', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAtimeGrantedTime,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAmsec', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAmsec', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAtimeManagerState,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAtimeState', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Time Advance Request, Time Advance Request Available, Next Message\n                     Request, Next Message Request Available, Flush Queue Request, or Time Advance Grant are\n                     successfully invoked (including via the HLAtimeAdvanceRequest, HLAtimeAdvanceRequestAvailable,\n                     HLAnextMessageRequest, HLAnextMessageRequestAvailable, or HLAflushQueueRequest interactions).', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAtimeState', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Time Advance Request, Time Advance Request Available, Next Message\n                     Request, Next Message Request Available, Flush Queue Request, or Time Advance Grant are\n                     successfully invoked (including via the HLAtimeAdvanceRequest, HLAtimeAdvanceRequestAvailable,\n                     HLAnextMessageRequest, HLAnextMessageRequestAvailable, or HLAflushQueueRequest interactions).', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAtimeRegulating,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAboolean', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Time Regulation Enabled or Disable Time Regulation are successfully invoked\n                     (including via the HLAdisableTimeRegulation interaction).', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAboolean', 'updateType': 'Conditional', 'updateCondition': 'Whenever services Time Regulation Enabled or Disable Time Regulation are successfully invoked\n                     (including via the HLAdisableTimeRegulation interaction).', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederate.HLAupdatesSent,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAcount', 'updateType': 'Periodic', 'updateCondition': 'HLAsetTiming.HLAreportPeriod', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAFOMmoduleDesignatorList,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAmoduleDesignatorList', 'updateType': 'Conditional', 'updateCondition': 'Whenever new FOM modules are added by Create Federation Execution and Join Federation\n                     Execution service invocations.', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAmoduleDesignatorList', 'updateType': 'Conditional', 'updateCondition': 'Whenever new FOM modules are added by Create Federation Execution and Join Federation\n                     Execution service invocations.', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAMIMdesignator,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLARTIversion,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAunicodeString', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAadvisoriesUseKnownClass,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",MIM surface is new in 2025; add MOM/MIM requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAallowRelaxedDDM,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",MIM surface is new in 2025; add MOM/MIM requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAautoProvide,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': 'Whenever the HLAmanager.HLAfederate.HLAfederation.HLAadjust.HLAsetSwitches\n                     interaction is sent to successfully change the value of the HLAautoProvide parameter.', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAswitch', 'updateType': 'Conditional', 'updateCondition': ""Whenever the value of the federation's Auto Provide Switch changes."", 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAcurrentFDD,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAunicodeString', 'updateType': 'Conditional', 'updateCondition': 'Whenever the Current FOM subset is modified by Create Federation Execution and Join\n                     Federation Execution service invocations.', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAunicodeString', 'updateType': 'Conditional', 'updateCondition': 'Whenever the Current FOM subset is modified by Create Federation Execution and Join\n                     Federation Execution service invocations.', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAdelaySubscriptionEvaluation,New 2025 MIM surface,Add,Add MOM/MIM requirement,MIM,,HLAstandardMIM 2025,,"{'dataType': 'HLAswitch', 'updateType': 'Static', 'updateCondition': 'NA', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",MIM surface is new in 2025; add MOM/MIM requirement.
MIM object attribute,HLAobjectRoot.HLAmanager.HLAfederation.HLAfederatesInFederation,Different MIM metadata,Modify,Reuse conceptual requirement but update data type/metadata requirements,MIM,HLAstandardMIM 2010,HLAstandardMIM 2025,"{'dataType': 'HLAhandleList', 'updateType': 'Conditional', 'updateCondition': 'Federate joins or resigns', 'valueRequired': '', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}","{'dataType': 'HLAfederateReferenceList', 'updateType': 'Conditional', 'updateCondition': 'Federate joins or resigns', 'valueRequired': 'true', 'ownership': 'NoTransfer', 'sharing': 'Publish', 'transportation': 'HLAreliable', 'order': 'Receive'}",2025 adds valueRequired metadata; carry behavior forward but add value-required validation/export requirement.
